location,date,new_cases
Zimbabwe,9/30/2020,1
Zimbabwe,10/1/2020,12
Zimbabwe,10/2/2020,8
Zimbabwe,10/3/2020,27
Zimbabwe,10/4/2020,3
Zimbabwe,10/5/2020,10
Zimbabwe,10/6/2020,17
Zimbabwe,10/7/2020,4
Zimbabwe,10/8/2020,32
Zimbabwe,10/9/2020,43
Zimbabwe,10/10/2020,16
Zimbabwe,10/11/2020,1
Zimbabwe,10/12/2020,10
Zimbabwe,10/13/2020,15
Zimbabwe,10/14/2020,19
Zimbabwe,10/15/2020,20
Zimbabwe,10/16/2020,24
Zimbabwe,10/17/2020,11
Zimbabwe,10/18/2020,37
Zimbabwe,10/19/2020,12
Zimbabwe,10/20/2020,28
Zimbabwe,10/21/2020,28
Zimbabwe,10/22/2020,27
Zimbabwe,10/23/2020,15
Zimbabwe,10/24/2020,12
Zimbabwe,10/25/2020,7
Zimbabwe,10/26/2020,27
Zimbabwe,10/27/2020,12
Zimbabwe,10/28/2020,5
Zimbabwe,10/29/2020,29
Zimbabwe,10/30/2020,13
Zimbabwe,10/31/2020,5
Zimbabwe,11/1/2020,7
Zimbabwe,11/2/2020,15
Zimbabwe,11/3/2020,21
Zimbabwe,11/4/2020,17
Zimbabwe,11/5/2020,17
Zimbabwe,11/6/2020,27
Zimbabwe,11/7/2020,27
Zimbabwe,11/8/2020,33
Zimbabwe,11/9/2020,30
Zimbabwe,11/10/2020,49
Zimbabwe,11/11/2020,57
Zimbabwe,11/12/2020,29
Zimbabwe,11/13/2020,69
Zimbabwe,11/14/2020,21
Zimbabwe,11/15/2020,43
Zimbabwe,11/16/2020,68
Zimbabwe,11/17/2020,48
Zimbabwe,11/18/2020,36
Zimbabwe,11/19/2020,65
Zimbabwe,11/20/2020,74
Zimbabwe,11/21/2020,52
Zimbabwe,11/22/2020,48
Zimbabwe,11/23/2020,88
Zimbabwe,11/24/2020,90
Zimbabwe,11/25/2020,110
Zimbabwe,11/26/2020,115
Zimbabwe,11/27/2020,91
Zimbabwe,11/28/2020,108
Zimbabwe,11/29/2020,0
Zimbabwe,11/30/2020,128
Zimbabwe,12/1/2020,179
Zimbabwe,12/2/2020,0
Zimbabwe,12/3/2020,295
Zimbabwe,12/4/2020,123
Zimbabwe,12/5/2020,70
Zimbabwe,12/6/2020,101
Zimbabwe,12/7/2020,121
Zimbabwe,12/8/2020,73
Zimbabwe,12/9/2020,95
Zimbabwe,12/10/2020,74
Zimbabwe,12/11/2020,81
Zimbabwe,12/12/2020,57
Zimbabwe,12/13/2020,27
Zimbabwe,12/14/2020,112
Zimbabwe,12/15/2020,164
Zimbabwe,12/16/2020,227
Zimbabwe,12/17/2020,117
Zimbabwe,12/18/2020,181
Zimbabwe,12/19/2020,104
Zimbabwe,12/20/2020,174
Zimbabwe,12/21/2020,97
Zimbabwe,12/22/2020,122
Zimbabwe,12/23/2020,112
Zimbabwe,12/24/2020,130
Zimbabwe,12/25/2020,94
Zimbabwe,12/26/2020,83
Zimbabwe,12/27/2020,114
Zimbabwe,12/28/2020,71
Zimbabwe,12/29/2020,177
Zimbabwe,12/30/2020,300
Zimbabwe,12/31/2020,242
Zimbabwe,1/1/2021,217
Zimbabwe,1/2/2021,407
Zimbabwe,1/3/2021,774
Zimbabwe,1/4/2021,564
Zimbabwe,1/5/2021,1365
Zimbabwe,1/6/2021,610
Zimbabwe,1/7/2021,871
Zimbabwe,1/8/2021,985
Zimbabwe,1/9/2021,839
Zimbabwe,1/10/2021,978
Zimbabwe,1/11/2021,820
Zimbabwe,1/12/2021,942
Zimbabwe,1/13/2021,1017
Zimbabwe,1/14/2021,1112
Zimbabwe,1/15/2021,741
Zimbabwe,1/16/2021,772
Zimbabwe,1/17/2021,322
Zimbabwe,1/18/2021,689
Zimbabwe,1/19/2021,783
Zimbabwe,1/20/2021,733
Zimbabwe,1/21/2021,639
Zimbabwe,1/22/2021,476
Zimbabwe,1/23/2021,484
Zimbabwe,1/24/2021,313
Zimbabwe,1/25/2021,326
Zimbabwe,1/26/2021,358
Zimbabwe,1/27/2021,300
Zimbabwe,1/28/2021,342
Zimbabwe,1/29/2021,306
Zimbabwe,1/30/2021,321
Zimbabwe,1/31/2021,115
Zimbabwe,2/1/2021,160
Zimbabwe,2/2/2021,266
Zimbabwe,2/3/2021,150
Zimbabwe,2/4/2021,207
Zimbabwe,2/5/2021,160
Zimbabwe,2/6/2021,156
Zimbabwe,2/7/2021,65
Zimbabwe,2/8/2021,106
Zimbabwe,2/9/2021,123
Zimbabwe,2/10/2021,83
Zimbabwe,2/11/2021,0
Zimbabwe,2/12/2021,181
Zimbabwe,2/13/2021,59
Zimbabwe,2/14/2021,68
Zimbabwe,2/15/2021,50
Zimbabwe,2/16/2021,93
Zimbabwe,2/17/2021,108
Zimbabwe,2/18/2021,120
Zimbabwe,2/19/2021,167
Zimbabwe,2/20/2021,58
Zimbabwe,2/21/2021,28
Zimbabwe,2/22/2021,66
Zimbabwe,2/23/2021,48
Zimbabwe,2/24/2021,50
Zimbabwe,2/25/2021,34
Zimbabwe,2/26/2021,50
Zimbabwe,2/27/2021,14
Zimbabwe,2/28/2021,31
Zimbabwe,3/1/2021,26
Zimbabwe,3/2/2021,33
Zimbabwe,3/3/2021,31
Zimbabwe,3/4/2021,44
Zimbabwe,3/5/2021,25
Zimbabwe,3/6/2021,12
Zimbabwe,3/7/2021,11
Zimbabwe,3/8/2021,18
Zimbabwe,3/9/2021,32
Zimbabwe,3/10/2021,20
Zimbabwe,3/11/2021,36
Zimbabwe,3/12/2021,46
Zimbabwe,3/13/2021,48
Zimbabwe,3/14/2021,13
Zimbabwe,3/15/2021,20
Zimbabwe,3/16/2021,31
Zimbabwe,3/17/2021,17
Zimbabwe,3/18/2021,59
Zimbabwe,3/19/2021,41
Zimbabwe,3/20/2021,10
Zimbabwe,3/21/2021,3
Zimbabwe,3/22/2021,19
Zimbabwe,3/23/2021,33
Zimbabwe,3/24/2021,32
Zimbabwe,3/25/2021,29
Zimbabwe,3/26/2021,27
Zimbabwe,3/27/2021,13
Zimbabwe,3/28/2021,4
Zimbabwe,3/29/2021,17
Zimbabwe,3/30/2021,0
Zimbabwe,3/31/2021,43
Zimbabwe,4/1/2021,14
Zimbabwe,4/2/2021,7
Zimbabwe,4/3/2021,8
Zimbabwe,4/4/2021,12
Zimbabwe,4/5/2021,11
Zimbabwe,4/6/2021,32
Zimbabwe,4/7/2021,18
Zimbabwe,4/8/2021,68
Zimbabwe,4/9/2021,95
Zimbabwe,4/10/2021,126
Zimbabwe,4/11/2021,15
Zimbabwe,4/12/2021,19
Zimbabwe,4/13/2021,23
Zimbabwe,4/14/2021,39
Zimbabwe,4/15/2021,53
Zimbabwe,4/16/2021,112
Zimbabwe,4/17/2021,165
Zimbabwe,4/18/2021,52
Zimbabwe,4/19/2021,108
Zimbabwe,4/20/2021,16
Zimbabwe,4/21/2021,105
Zimbabwe,4/22/2021,38
Zimbabwe,4/23/2021,27
Zimbabwe,4/24/2021,19
Zimbabwe,4/25/2021,22
Zimbabwe,4/26/2021,16
Zimbabwe,4/27/2021,62
Zimbabwe,4/28/2021,27
Zimbabwe,4/29/2021,44
Zimbabwe,4/30/2021,22
Zimbabwe,5/1/2021,3
Zimbabwe,5/2/2021,21
Zimbabwe,5/3/2021,12
Zimbabwe,5/4/2021,34
Zimbabwe,5/5/2021,30
Zimbabwe,5/6/2021,41
Zimbabwe,5/7/2021,5
Zimbabwe,5/8/2021,11
Zimbabwe,5/9/2021,5
Zimbabwe,5/10/2021,14
Zimbabwe,5/11/2021,15
Zimbabwe,5/12/2021,18
Zimbabwe,5/13/2021,25
Zimbabwe,5/14/2021,44
Zimbabwe,5/15/2021,19
Zimbabwe,5/16/2021,6
Zimbabwe,5/17/2021,12
Zimbabwe,5/18/2021,23
Zimbabwe,5/19/2021,17
Zimbabwe,5/20/2021,23
Zimbabwe,5/21/2021,29
Zimbabwe,5/22/2021,15
Zimbabwe,5/23/2021,3
Zimbabwe,5/24/2021,14
Zimbabwe,5/25/2021,10
Zimbabwe,5/26/2021,113
Zimbabwe,5/27/2021,35
Zimbabwe,5/28/2021,64
Zimbabwe,5/29/2021,15
Zimbabwe,5/30/2021,11
Zimbabwe,5/31/2021,17
Zimbabwe,6/1/2021,37
Zimbabwe,6/2/2021,33
Zimbabwe,6/3/2021,61
Zimbabwe,6/4/2021,52
Zimbabwe,6/5/2021,24
Zimbabwe,6/6/2021,21
Zimbabwe,6/7/2021,49
Zimbabwe,6/8/2021,83
Zimbabwe,6/9/2021,111
Zimbabwe,6/10/2021,64
Zimbabwe,6/11/2021,192
Zimbabwe,6/12/2021,164
Zimbabwe,6/13/2021,107
Zimbabwe,6/14/2021,118
Zimbabwe,6/15/2021,241
Zimbabwe,6/16/2021,238
Zimbabwe,6/17/2021,371
Zimbabwe,6/18/2021,408
Zimbabwe,6/19/2021,293
Zimbabwe,6/20/2021,151
Zimbabwe,6/21/2021,416
Zimbabwe,6/22/2021,519
Zimbabwe,6/23/2021,766
Zimbabwe,6/24/2021,826
Zimbabwe,6/25/2021,911
Zimbabwe,6/26/2021,801
Zimbabwe,6/27/2021,424
Zimbabwe,6/28/2021,842
Zimbabwe,6/29/2021,1249
Zimbabwe,6/30/2021,1331
Zimbabwe,7/1/2021,1357
Zimbabwe,7/2/2021,1442
Zimbabwe,7/3/2021,1002
Zimbabwe,7/4/2021,809
Zimbabwe,7/5/2021,1540
Zimbabwe,7/6/2021,1949
Zimbabwe,7/7/2021,2264
Zimbabwe,7/8/2021,2156
Zimbabwe,7/9/2021,2683
Zimbabwe,7/10/2021,1787
Zimbabwe,7/11/2021,912
Zimbabwe,7/12/2021,2661
Zimbabwe,7/13/2021,2845
Zimbabwe,7/14/2021,3110
Zimbabwe,7/15/2021,2491
Zimbabwe,7/16/2021,2296
Zimbabwe,7/17/2021,1445
Zimbabwe,7/18/2021,1006
Zimbabwe,7/19/2021,2113
Zimbabwe,7/20/2021,2683
Zimbabwe,7/21/2021,2705
Zimbabwe,7/22/2021,2301
Zimbabwe,7/23/2021,2265
Zimbabwe,7/24/2021,1591
Zimbabwe,7/25/2021,617
Zimbabwe,7/26/2021,2050
Zimbabwe,7/27/2021,1767
Zimbabwe,7/28/2021,1856
Zimbabwe,7/29/2021,2089
Zimbabwe,7/30/2021,1834
Zimbabwe,7/31/2021,1370
Zimbabwe,8/1/2021,686
Zimbabwe,8/2/2021,1309
Zimbabwe,8/3/2021,1580
Zimbabwe,8/4/2021,1091
Zimbabwe,8/5/2021,963
Zimbabwe,8/6/2021,956
Zimbabwe,8/7/2021,445
Zimbabwe,8/8/2021,437
Zimbabwe,8/9/2021,526
Zimbabwe,8/10/2021,405
Zimbabwe,8/11/2021,696
Zimbabwe,8/12/2021,800
Zimbabwe,8/13/2021,754
Zimbabwe,8/14/2021,345
Zimbabwe,8/15/2021,235
Zimbabwe,8/16/2021,0
Zimbabwe,8/17/2021,958
Zimbabwe,8/18/2021,452
Zimbabwe,8/19/2021,404
Zimbabwe,8/20/2021,0
Zimbabwe,8/21/2021,585
Zimbabwe,8/22/2021,165
Zimbabwe,8/23/2021,349
Zimbabwe,8/24/2021,319
Zimbabwe,8/25/2021,391
Zimbabwe,8/26/2021,275
Zimbabwe,8/27/2021,250
Zimbabwe,8/28/2021,131
Zimbabwe,8/29/2021,70
Zimbabwe,8/30/2021,144
Zimbabwe,8/31/2021,192
Zimbabwe,9/1/2021,187
Zimbabwe,9/2/2021,158
Zimbabwe,9/3/2021,213
Zimbabwe,9/4/2021,94
Zimbabwe,9/5/2021,125
Zimbabwe,9/6/2021,121
Zimbabwe,9/7/2021,125
Zimbabwe,9/8/2021,135
Zimbabwe,9/9/2021,125
Zimbabwe,9/10/2021,107
Zimbabwe,9/11/2021,57
Zimbabwe,9/12/2021,49
Zimbabwe,9/13/2021,130
Zimbabwe,9/14/2021,418
Zimbabwe,9/15/2021,266
Zimbabwe,9/16/2021,285
Zimbabwe,9/17/2021,264
Zimbabwe,9/18/2021,107
Zimbabwe,9/19/2021,199
Zimbabwe,9/20/2021,248
Zimbabwe,9/21/2021,0
Zimbabwe,9/22/2021,618
Zimbabwe,9/23/2021,330
Zimbabwe,9/24/2021,0
Zimbabwe,9/25/2021,371
Zimbabwe,9/26/2021,120
Zimbabwe,9/27/2021,294
Zimbabwe,9/28/2021,353
Zimbabwe,9/29/2021,213
Zimbabwe,9/30/2021,335
Zimbabwe,10/1/2021,208
Zimbabwe,10/2/2021,66
Zimbabwe,10/3/2021,35
Zimbabwe,10/4/2021,0
Zimbabwe,10/5/2021,76
Zimbabwe,10/6/2021,229
Zimbabwe,10/7/2021,89
Zimbabwe,10/8/2021,182
Zimbabwe,10/9/2021,57
Zimbabwe,10/10/2021,34
Zimbabwe,10/11/2021,79
Zimbabwe,10/12/2021,141
Zimbabwe,10/13/2021,92
Zimbabwe,10/14/2021,143
Zimbabwe,10/15/2021,34
Zimbabwe,10/16/2021,48
Zimbabwe,10/17/2021,35
Zimbabwe,10/18/2021,0
Zimbabwe,10/19/2021,37
Zimbabwe,10/20/2021,32
Zimbabwe,10/21/2021,103
Zimbabwe,10/22/2021,48
Zimbabwe,10/23/2021,0
Zimbabwe,10/24/2021,63
Zimbabwe,10/25/2021,37
Zimbabwe,10/26/2021,36
Zimbabwe,10/27/2021,84
Zimbabwe,10/28/2021,72
Zimbabwe,10/29/2021,46
Zimbabwe,10/30/2021,0
Zimbabwe,10/31/2021,51
Zimbabwe,11/1/2021,30
Zimbabwe,11/2/2021,40
Zimbabwe,11/3/2021,44
Zimbabwe,11/4/2021,21
Zimbabwe,11/5/2021,0
Zimbabwe,11/6/2021,56
Zimbabwe,11/7/2021,19
Zimbabwe,11/8/2021,18
Zimbabwe,11/9/2021,37
Zimbabwe,11/10/2021,60
Zimbabwe,11/11/2021,27
Zimbabwe,11/12/2021,0
Zimbabwe,11/13/2021,64
Zimbabwe,11/14/2021,35
Zimbabwe,11/15/2021,10
Zimbabwe,11/16/2021,67
Zimbabwe,11/17/2021,52
Zimbabwe,11/18/2021,36
Zimbabwe,11/19/2021,0
Zimbabwe,11/20/2021,22
Zimbabwe,11/21/2021,32
Zimbabwe,11/22/2021,27
Zimbabwe,11/23/2021,0
Zimbabwe,11/24/2021,73
Zimbabwe,11/25/2021,27
Zimbabwe,11/26/2021,62
Zimbabwe,11/27/2021,0
Zimbabwe,11/28/2021,115
Zimbabwe,11/29/2021,275
Zimbabwe,11/30/2021,399
Zimbabwe,12/1/2021,712
Zimbabwe,12/2/2021,1042
Zimbabwe,12/3/2021,1062
Zimbabwe,12/4/2021,1082
Zimbabwe,12/5/2021,523
Zimbabwe,12/6/2021,0
Zimbabwe,12/7/2021,2555
Zimbabwe,12/8/2021,9027
Zimbabwe,12/9/2021,5189
Zimbabwe,12/10/2021,0
Zimbabwe,12/11/2021,9185
Zimbabwe,12/12/2021,2138
Zimbabwe,12/13/2021,0
Zimbabwe,12/14/2021,4872
Zimbabwe,12/15/2021,5678
Zimbabwe,12/16/2021,4367
Zimbabwe,12/17/2021,7510
Zimbabwe,12/18/2021,0
Zimbabwe,12/19/2021,2106
Zimbabwe,12/20/2021,3406
Zimbabwe,12/21/2021,2689
Zimbabwe,12/22/2021,1636
Zimbabwe,12/23/2021,1940
Zimbabwe,12/24/2021,1392
Zimbabwe,12/25/2021,1010
Zimbabwe,12/26/2021,605
Zimbabwe,12/27/2021,1098
Zimbabwe,12/28/2021,2099
Zimbabwe,12/29/2021,0
Zimbabwe,12/30/2021,4180
Zimbabwe,12/31/2021,1530
Zimbabwe,1/1/2022,956
Zimbabwe,1/2/2022,0
Zimbabwe,1/3/2022,1873
Zimbabwe,1/4/2022,1591
Zimbabwe,1/5/2022,1379
Zimbabwe,1/6/2022,1121
Zimbabwe,1/7/2022,1104
Zimbabwe,1/8/2022,636
Zimbabwe,1/9/2022,0
Zimbabwe,1/10/2022,1082
Zimbabwe,1/11/2022,0
Zimbabwe,1/12/2022,1433
Zimbabwe,1/13/2022,651
Zimbabwe,1/14/2022,553
Zimbabwe,1/15/2022,0
Zimbabwe,1/16/2022,441
Zimbabwe,1/17/2022,382
Zimbabwe,1/18/2022,0
Zimbabwe,1/19/2022,427
Zimbabwe,1/20/2022,665
